id,label,interactions
unknown person A (HOUSE_OVERSIGHT_027655) (HOUSE_OVERSIGHT_027655),unknown person A (HOUSE_OVERSIGHT_027655) (HOUSE_OVERSIGHT_027655),5
fine,fine,1
unnamed accuser,unnamed accuser,1
Michael Wolff,Michael Wolff,323
Financial Trust,Financial Trust,4
unknown person A (HOUSE_OVERSIGHT_018983),unknown person A (HOUSE_OVERSIGHT_018983),1
communications and documents,communications and documents,4
Russian buyer,Russian buyer,1
women protesters,women protesters,1
Amazon,Amazon,1
Nicole Junkerman,Nicole Junkerman,1
soliciting prostitutes,soliciting prostitutes,6
Miami,Miami,1
Skydive Mount Everest,Skydive Mount Everest,1
South Africa,South Africa,2
PF,PF,5
Danish Kjaer family,Danish Kjaer family,1
PEPFAR,PEPFAR,2
"economic, military, tech topics","economic, military, tech topics",1
convicted pedophile,convicted pedophile,2
Office of Legal Counsel CVRA interpretation,Office of Legal Counsel CVRA interpretation,1
plastic surgeon,plastic surgeon,1
Michael Cohen testimony and Republican response,Michael Cohen testimony and Republican response,1
Trump comment about unspecified recipient,Trump comment about unspecified recipient,1
state prosecutors,state prosecutors,2
reconstructive surgeon,reconstructive surgeon,1
philanthropic organizations,philanthropic organizations,2
Rob Lowe autobiography event,Rob Lowe autobiography event,1
soliciting an underage girl for prostitution,soliciting an underage girl for prostitution,1
Ballet of Florida,Ballet of Florida,2
Trump's financial dealings and tax reporting,Trump's financial dealings and tax reporting,1
strategic policy,strategic policy,1
Hoffenberg scandal,Hoffenberg scandal,1
arts,arts,1
Robert Meister,Robert Meister,1
sciences,sciences,1
Elon Musk,Elon Musk,3
plastic surgery field,plastic surgery field,1
Jane Doe 102 (HOUSE_OVERSIGHT_013352),Jane Doe 102 (HOUSE_OVERSIGHT_013352),1
philanthropic and charitable organizations,philanthropic and charitable organizations,1
Boston Provident,Boston Provident,1
felony solicitation of prostitution and procuring minor for prostitution,felony solicitation of prostitution and procuring minor for prostitution,3
unknown person B (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),unknown person B (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),1
unknown person A (HOUSE_OVERSIGHT_026184) (HOUSE_OVERSIGHT_026184),unknown person A (HOUSE_OVERSIGHT_026184) (HOUSE_OVERSIGHT_026184),8
Florida Ballet,Florida Ballet,1
Detective Joseph Recarey,Detective Joseph Recarey,1
Nick,Nick,1
JERR,JERR,1
unknown person C (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),unknown person C (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),2
unknown person D (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),unknown person D (HOUSE_OVERSIGHT_022237) (HOUSE_OVERSIGHT_022237),1
unknown person A (HOUSE_OVERSIGHT_031610) (HOUSE_OVERSIGHT_031610),unknown person A (HOUSE_OVERSIGHT_031610) (HOUSE_OVERSIGHT_031610),1
New York residence,New York residence,2
Emmett,Emmett,1
Charlie Rose,Charlie Rose,3
Richmond,Richmond,1
unknown person A (HOUSE_OVERSIGHT_019046),unknown person A (HOUSE_OVERSIGHT_019046),3
community control,community control,1
Blumenthal,Blumenthal,1
Florida jail,Florida jail,1
East 71st Street townhouse,East 71st Street townhouse,1
14-year-old girl,14-year-old girl,2
private jets,private jets,2
soliciting prostitution with a minor,soliciting prostitution with a minor,2
Palm Beach jurisdiction,Palm Beach jurisdiction,1
unknown person A (HOUSE_OVERSIGHT_031413) (HOUSE_OVERSIGHT_031413),unknown person A (HOUSE_OVERSIGHT_031413) (HOUSE_OVERSIGHT_031413),1
green massage table,green massage table,1
New York home and private Caribbean island,New York home and private Caribbean island,1
"CEFOTAJ, SA","CEFOTAJ, SA",1
office,office,2
differences between his case and Clemente,differences between his case and Clemente,1
Eileen Alexandersson,Eileen Alexandersson,1
sex offender registration and house arrest,sex offender registration and house arrest,1
"Alan Dershowitz, Gerald Lefcourt, Roy Black, Kenneth Starr, Guy Lewis, Martin Weinberger","Alan Dershowitz, Gerald Lefcourt, Roy Black, Kenneth Starr, Guy Lewis, Martin Weinberger",1
Edward Jay Epstein,Edward Jay Epstein,1
author (unnamed),author (unnamed),2
Dr. Stephen Alexander,Dr. Stephen Alexander,2
Orin Kramer,Orin Kramer,3
soliciting an underage prostitute,soliciting an underage prostitute,6
unknown person A (HOUSE_OVERSIGHT_022258) (HOUSE_OVERSIGHT_022258),unknown person A (HOUSE_OVERSIGHT_022258) (HOUSE_OVERSIGHT_022258),3
Joi Ito,Joi Ito,48
JPMorgan Chase,JPMorgan Chase,3
oil,oil,3
Bolton or Pompeo,Bolton or Pompeo,1
United States foreign policy,United States foreign policy,1
multiple young women,multiple young women,3
Saudi Arabia financial situation,Saudi Arabia financial situation,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_027434),unknown person A (TEXT-001-HOUSE_OVERSIGHT_027434),15
Nobel Prize winners,Nobel Prize winners,1
"evolutionary biologists, neuroscientists, mathematicians, and computer scientists","evolutionary biologists, neuroscientists, mathematicians, and computer scientists",2
Palm Beach County Court,Palm Beach County Court,3
felony solicitation of prostitution and procuring person under 18,felony solicitation of prostitution and procuring person under 18,2
unknown person B (HOUSE_OVERSIGHT_022463) (HOUSE_OVERSIGHT_022463),unknown person B (HOUSE_OVERSIGHT_022463) (HOUSE_OVERSIGHT_022463),1
Unknown person A (TEXT-001-HOUSE_OVERSIGHT_025436),Unknown person A (TEXT-001-HOUSE_OVERSIGHT_025436),17
network of sex trafficking,network of sex trafficking,1
Josh Gerstein,Josh Gerstein,1
media article about alleged tapes,media article about alleged tapes,1
unknown person A (HOUSE_OVERSIGHT_027568) (HOUSE_OVERSIGHT_027568),unknown person A (HOUSE_OVERSIGHT_027568) (HOUSE_OVERSIGHT_027568),20
Navarro,Navarro,1
Paul Manafort,Paul Manafort,2
unknown female accuser,unknown female accuser,2
written statement,written statement,1
upcoming meetings,upcoming meetings,1
politician,politician,1
self-incrimination,self-incrimination,1
Matt Calamari,Matt Calamari,1
former girlfriend,former girlfriend,3
private detective recovering money,private detective recovering money,1
Palm Beach County Jail,Palm Beach County Jail,10
Steven Hawking,Steven Hawking,5
home team,home team,1
pictures of Bill Clinton having sex with underage girls,pictures of Bill Clinton having sex with underage girls,1
charitable tax policy loopholes,charitable tax policy loopholes,1
Training With Miss Abernathy: A Workbook for Exotic Slaves and Their Owners,Training With Miss Abernathy: A Workbook for Exotic Slaves and Their Owners,3
girls and women,girls and women,1
multiple victim plaintiffs,multiple victim plaintiffs,1
Pence loyalty concerns,Pence loyalty concerns,1
U.S. Virgin Islands island,U.S. Virgin Islands island,1
unknown person (HOUSE_OVERSIGHT_027781),unknown person (HOUSE_OVERSIGHT_027781),4
unknown person A (HOUSE_OVERSIGHT_027744),unknown person A (HOUSE_OVERSIGHT_027744),3
racketeering suit,racketeering suit,1
press,press,1
"check ($1,000.00)","check ($1,000.00)",1
Elie Wiesel,Elie Wiesel,1
Courtney Love,Courtney Love,1
Gianni Serazzi,Gianni Serazzi,4
sexual libertine,sexual libertine,1
victim (Roberts Giuffre),victim (Roberts Giuffre),3
tumor suppressor genes,tumor suppressor genes,1
Coney Island,Coney Island,16
Sheikh Hamad of Qatar,Sheikh Hamad of Qatar,1
Harvard University for theoretical physics research,Harvard University for theoretical physics research,1
wealthy individuals,wealthy individuals,2
unknown person A (HOUSE_OVERSIGHT_022817) (HOUSE_OVERSIGHT_022817),unknown person A (HOUSE_OVERSIGHT_022817) (HOUSE_OVERSIGHT_022817),1
Prince Dimitri of Yugoslavia,Prince Dimitri of Yugoslavia,1
unknown person A (HOUSE_OVERSIGHT_032343),unknown person A (HOUSE_OVERSIGHT_032343),1
Eco-Fascist,Eco-Fascist,1
Author,Author,2
procuring minors for prostitution,procuring minors for prostitution,1
Eric H. Holder Jr.,Eric H. Holder Jr.,4
stuffed baby elephant,stuffed baby elephant,5
cancer research,cancer research,1
Studio 54,Studio 54,1
Morgan Fairchild,Morgan Fairchild,7
Mr. Alessi,Mr. Alessi,1
Barack Obama,Barack Obama,29
major points for economist event presentation,major points for economist event presentation,1
lifetime sex offender,lifetime sex offender,1
English shooting parties,English shooting parties,1
looted countries,looted countries,1
Carter,Carter,3
Hillary Rodham Clinton,Hillary Rodham Clinton,14
daily massage,daily massage,1
competition for school admissions,competition for school admissions,1
Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939),Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939),2
juveniles,juveniles,1
Lavrov's assistant,Lavrov's assistant,1
Rodriguez,Rodriguez,2
Jane Doe (HOUSE_OVERSIGHT_013304_part1) (HOUSE_OVERSIGHT_013304_part1),Jane Doe (HOUSE_OVERSIGHT_013304_part1) (HOUSE_OVERSIGHT_013304_part1),1
legal fees of girls who sue him,legal fees of girls who sue him,1
cure cancer,cure cancer,1
charity,charity,2
Ivana,Ivana,1
media narrative about Trump presidency,media narrative about Trump presidency,1
deposition inquiries,deposition inquiries,1
Beethoven mashups and personal discovery,Beethoven mashups and personal discovery,1
$20 million settlement,$20 million settlement,1
Richard Axel,Richard Axel,8
Harvard theoretical physics research center,Harvard theoretical physics research center,2
federal court in Florida,federal court in Florida,1
federal and state authorities,federal and state authorities,8
Qatar including Sheikh Hamad,Qatar including Sheikh Hamad,1
political pardon,political pardon,1
Forbes billionaires,Forbes billionaires,1
Jin Watson,Jin Watson,3
ministers of the elite,ministers of the elite,1
ranch in New Mexico,ranch in New Mexico,1
Lolita (book),Lolita (book),1
unknown person A (TEXT-002-HOUSE_OVERSIGHT_032052),unknown person A (TEXT-002-HOUSE_OVERSIGHT_032052),1
Ghislaine Maxwell as managing director,Ghislaine Maxwell as managing director,1
President of the United States,President of the United States,1
yen,yen,2
recipient's return date to United States,recipient's return date to United States,1
FARA legal counsel consultation,FARA legal counsel consultation,1
Ghislaine Maxwell's relationship status,Ghislaine Maxwell's relationship status,1
explicit photographic material depicting minors,explicit photographic material depicting minors,1
euro,euro,2
country leader,country leader,1
three young women,three young women,2
90 minute version at Cannes,90 minute version at Cannes,1
media coverage and press strategy,media coverage and press strategy,2
original settlement agreement,original settlement agreement,1
Author (unnamed),Author (unnamed),1
mathematics and physics,mathematics and physics,1
sexual involvement with under-age girls,sexual involvement with under-age girls,1
Marvin Davis and Herb Seigel,Marvin Davis and Herb Seigel,2
unknown person A (TEXT-001-HOUSE_OVERSIGHT_027346),unknown person A (TEXT-001-HOUSE_OVERSIGHT_027346),27
Program for Evolutionary Dynamics at Harvard,Program for Evolutionary Dynamics at Harvard,2
wealth accumulation and philanthropic giving,wealth accumulation and philanthropic giving,1
unknown person A (HOUSE_OVERSIGHT_022776) (HOUSE_OVERSIGHT_022776),unknown person A (HOUSE_OVERSIGHT_022776) (HOUSE_OVERSIGHT_022776),2
Stryok,Stryok,1
unknown person A (HOUSE_OVERSIGHT_030882) (HOUSE_OVERSIGHT_030882),unknown person A (HOUSE_OVERSIGHT_030882) (HOUSE_OVERSIGHT_030882),1
taped car interview,taped car interview,1
Twitter post,Twitter post,1
wealthy individuals' lack of financial understanding,wealthy individuals' lack of financial understanding,1
county jail,county jail,3
unknown person A (HOUSE_OVERSIGHT_022822) (HOUSE_OVERSIGHT_022822),unknown person A (HOUSE_OVERSIGHT_022822) (HOUSE_OVERSIGHT_022822),2
unintended consequences of philanthropic giving,unintended consequences of philanthropic giving,1
asserted victims,asserted victims,1
Manhattan mansion on Upper East Side,Manhattan mansion on Upper East Side,1
Ron Burkle,Ron Burkle,1
group of young women,group of young women,1
"ranch in New Mexico, apartment in Paris, Caribbean island, Palm Beach house","ranch in New Mexico, apartment in Paris, Caribbean island, Palm Beach house",1
Riddell Sports Inc.,Riddell Sports Inc.,3
legal response letter,legal response letter,1
Gerald B. Lefcourt,Gerald B. Lefcourt,3
"Bill Gates, Mort Zuckerman, Peter Thiel","Bill Gates, Mort Zuckerman, Peter Thiel",1
Trump associates,Trump associates,1
Steptoe,Steptoe,4
state court,state court,6
cocktail party,cocktail party,1
unknown person G (HOUSE_OVERSIGHT_023060),unknown person G (HOUSE_OVERSIGHT_023060),1
Thorbjern Jagland,Thorbjern Jagland,1
rich and powerful,rich and powerful,2
Bruce Rinehart,Bruce Rinehart,1
"former girlfriend (age 22-24 at time, currently 38)","former girlfriend (age 22-24 at time, currently 38)",1
Hardeep Puri,Hardeep Puri,1
Kairat Kelimbetov,Kairat Kelimbetov,7
Avenue Foch,Avenue Foch,1
unknown person A (HOUSE_OVERSIGHT_022805) (HOUSE_OVERSIGHT_022805),unknown person A (HOUSE_OVERSIGHT_022805) (HOUSE_OVERSIGHT_022805),1
countries looted by exiled dictators,countries looted by exiled dictators,1
Alain Forget,Alain Forget,3
Anderson,Anderson,1
series of vastly wealthy people and families,series of vastly wealthy people and families,1
unknown person A (HOUSE_OVERSIGHT_022771) (HOUSE_OVERSIGHT_022771),unknown person A (HOUSE_OVERSIGHT_022771) (HOUSE_OVERSIGHT_022771),1
unknown person A (HOUSE_OVERSIGHT_022801) (HOUSE_OVERSIGHT_022801),unknown person A (HOUSE_OVERSIGHT_022801) (HOUSE_OVERSIGHT_022801),2
three teen plaintiffs,three teen plaintiffs,1
unknown person A (HOUSE_OVERSIGHT_022802),unknown person A (HOUSE_OVERSIGHT_022802),2
Bill Cosby,Bill Cosby,1
victims/survivors in his case,victims/survivors in his case,1
David Boies,David Boies,13
18-month jail term,18-month jail term,1
Venezuela,Venezuela,2
news about proximity of meeting participant to his brother,news about proximity of meeting participant to his brother,1
national sex offender registry,national sex offender registry,1
JeffreyEpstein-Science.com,JeffreyEpstein-Science.com,1
Virginia Ransome,Virginia Ransome,1
unknown person C (HOUSE_OVERSIGHT_027431),unknown person C (HOUSE_OVERSIGHT_027431),2
girls under legal age of sexual consent,girls under legal age of sexual consent,1
former employee,former employee,1
required jurisdictions,required jurisdictions,1
media inquiry,media inquiry,1
Kellyanne Conway,Kellyanne Conway,1
police raid,police raid,1
Mortimer B. Zuckerman,Mortimer B. Zuckerman,7
Ehud Olmert,Ehud Olmert,1
Mr. Dershowitz,Mr. Dershowitz,1
unknown person A (HOUSE_OVERSIGHT_022844) (HOUSE_OVERSIGHT_022844),unknown person A (HOUSE_OVERSIGHT_022844) (HOUSE_OVERSIGHT_022844),1
unknown woman B,unknown woman B,1
Richard Azel,Richard Azel,1
Josh Harris,Josh Harris,9
People of the State of New York v. Jeffrey Epstein appeal,People of the State of New York v. Jeffrey Epstein appeal,1
global financial markets,global financial markets,1
institutional affiliations,institutional affiliations,1
